SIMFIT RESULTS
==============

Dataset : /opt/topspin216/data/mfjofre/nmr/cq_00080-d2o-0.5mm-4-4-11/1/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.132e+00     9.120e-02  
T     =       5.261s    337901337992009.875s  

RSS   =    1.483e-02
SD    =    2.223e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.027e+00     2.731e-02
    2       2.000s     8.831e-01     8.653e-01    -1.786e-02
    3       3.000s     7.513e-01     7.313e-01    -2.005e-02
    4       4.000s     6.264e-01     6.205e-01    -5.942e-03
    5       5.000s     5.237e-01     5.289e-01     5.130e-03
    6       6.000s     4.484e-01     4.531e-01     4.720e-03
    7       7.000s     3.956e-01     3.904e-01    -5.153e-03
    8       8.000s     3.547e-01     3.386e-01    -1.604e-02
    9       9.000s     3.147e-01     2.958e-01    -1.890e-02
   10      10.000s     2.697e-01     2.604e-01    -9.262e-03
   11      11.000s     2.206e-01     2.311e-01     1.051e-02
   12      12.000s     1.745e-01     2.069e-01     3.240e-02
   13      13.000s     1.401e-01     1.869e-01     4.671e-02
   14      14.000s     1.237e-01     1.703e-01     4.663e-02
   15      15.000s     1.253e-01     1.566e-01     3.131e-02
   16      16.000s     1.392e-01     1.453e-01     6.092e-03
   17      17.000s     1.559e-01     1.359e-01    -1.996e-02
   18      18.000s     1.663e-01     1.282e-01    -3.808e-02
   19      19.000s     1.650e-01     1.218e-01    -4.326e-02
   20      20.000s     1.523e-01     1.165e-01    -3.581e-02
   21      21.000s     1.326e-01     1.121e-01    -2.051e-02
   22      22.000s     1.124e-01     1.085e-01    -3.955e-03
   23      23.000s     9.716e-02     1.055e-01     8.334e-03
   24      24.000s     8.916e-02     1.030e-01     1.386e-02
   25      25.000s     8.765e-02     1.010e-01     1.332e-02
   26      26.000s     8.990e-02     9.928e-02     9.380e-03
   27      27.000s     9.310e-02     9.788e-02     4.781e-03
   28      28.000s     9.570e-02     9.673e-02     1.029e-03
   29      29.000s     9.767e-02     9.577e-02    -1.901e-03
   30      30.000s     9.981e-02     9.498e-02    -4.828e-03

============================================================

