SIMFIT RESULTS
==============

Dataset : /banyo2/data/mfjofre/nmr/cq_00079-100mm-d2o-10-29-10/1/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.465e+00    -4.239e-02  
T     =       3.170s    722862081657576.500s  

RSS   =    6.094e-03
SD    =    1.425e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.026e+00     2.617e-02
    2       2.000s     7.843e-01     7.371e-01    -4.716e-02
    3       3.000s     5.386e-01     5.262e-01    -1.239e-02
    4       4.000s     3.553e-01     3.724e-01     1.716e-02
    5       5.000s     2.423e-01     2.602e-01     1.790e-02
    6       6.000s     1.660e-01     1.784e-01     1.239e-02
    7       7.000s     1.083e-01     1.186e-01     1.035e-02
    8       8.000s     6.984e-02     7.508e-02     5.235e-03
    9       9.000s     4.561e-02     4.330e-02    -2.303e-03
   10      10.000s     2.497e-02     2.012e-02    -4.843e-03
   11      11.000s     6.394e-03     3.212e-03    -3.182e-03
   12      12.000s    -5.052e-03    -9.124e-03    -4.072e-03
   13      13.000s    -1.007e-02    -1.812e-02    -8.053e-03
   14      14.000s    -1.367e-02    -2.469e-02    -1.102e-02
   15      15.000s    -1.628e-02    -2.948e-02    -1.320e-02
   16      16.000s    -1.607e-02    -3.297e-02    -1.690e-02
   17      17.000s    -1.632e-02    -3.552e-02    -1.919e-02
   18      18.000s    -2.178e-02    -3.738e-02    -1.560e-02
   19      19.000s    -3.060e-02    -3.873e-02    -8.132e-03
   20      20.000s    -3.732e-02    -3.972e-02    -2.399e-03
   21      21.000s    -4.109e-02    -4.044e-02     6.450e-04
   22      22.000s    -4.464e-02    -4.097e-02     3.667e-03
   23      23.000s    -4.792e-02    -4.135e-02     6.565e-03
   24      24.000s    -4.905e-02    -4.163e-02     7.413e-03
   25      25.000s    -4.932e-02    -4.184e-02     7.479e-03
   26      26.000s    -5.129e-02    -4.199e-02     9.299e-03
   27      27.000s    -5.366e-02    -4.210e-02     1.157e-02
   28      28.000s    -5.361e-02    -4.218e-02     1.143e-02
   29      29.000s    -5.237e-02    -4.223e-02     1.014e-02
   30      30.000s    -5.331e-02    -4.228e-02     1.103e-02

============================================================

