SIMFIT RESULTS
==============

Dataset : /opt/topspin/data/bmrb/nmr/bmrb_batch06_121130.Auto01/109/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 335 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.360e+00     4.915e-02  
T     =       3.054s       20.278s  

RSS   =    4.910e-03
SD    =    1.279e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.027e+00     2.720e-02
    2       2.000s     7.880e-01     7.511e-01    -3.689e-02
    3       3.000s     5.699e-01     5.517e-01    -1.826e-02
    4       4.000s     4.097e-01     4.074e-01    -2.338e-03
    5       5.000s     2.930e-01     3.030e-01     9.937e-03
    6       6.000s     2.122e-01     2.272e-01     1.504e-02
    7       7.000s     1.552e-01     1.722e-01     1.700e-02
    8       8.000s     1.190e-01     1.322e-01     1.320e-02
    9       9.000s     9.171e-02     1.029e-01     1.121e-02
   10      10.000s     7.399e-02     8.147e-02     7.475e-03
   11      11.000s     6.162e-02     6.565e-02     4.036e-03
   12      12.000s     5.685e-02     5.392e-02    -2.930e-03
   13      13.000s     5.576e-02     4.515e-02    -1.061e-02
   14      14.000s     5.692e-02     3.853e-02    -1.839e-02
   15      15.000s     5.280e-02     3.346e-02    -1.933e-02
   16      16.000s     4.585e-02     2.954e-02    -1.631e-02
   17      17.000s     3.778e-02     2.645e-02    -1.133e-02
   18      18.000s     3.058e-02     2.398e-02    -6.598e-03
   19      19.000s     2.416e-02     2.196e-02    -2.203e-03
   20      20.000s     1.999e-02     2.028e-02     2.867e-04
   21      21.000s     1.627e-02     1.885e-02     2.581e-03
   22      22.000s     1.407e-02     1.762e-02     3.549e-03
   23      23.000s     1.207e-02     1.654e-02     4.467e-03
   24      24.000s     1.111e-02     1.558e-02     4.470e-03
   25      25.000s     9.720e-03     1.470e-02     4.984e-03
   26      26.000s     9.047e-03     1.391e-02     4.862e-03
   27      27.000s     7.982e-03     1.318e-02     5.195e-03
   28      28.000s     7.587e-03     1.250e-02     4.910e-03
   29      29.000s     6.729e-03     1.186e-02     5.135e-03
   30      30.000s     6.468e-03     1.127e-02     4.801e-03

============================================================

