SIMFIT RESULTS
==============

Dataset : /home/mfjofre/nmr/00212_600_D2O_7-17-2012/1/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 328 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.590e+00     4.972e-03  
T     =       2.535s       35.356s  

RSS   =    4.409e-02
SD    =    3.834e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.077e+00    7.686e-02
    2       2.000s     8.576e-01     7.273e-01   -1.304e-01
    3       3.000s     5.613e-01     4.916e-01   -6.967e-02
    4       4.000s     2.676e-01     3.327e-01    6.516e-02
    5       5.000s     1.555e-01     2.256e-01    7.014e-02
    6       6.000s     9.763e-02     1.533e-01    5.572e-02
    7       7.000s     8.303e-02     1.046e-01    2.158e-02
    8       8.000s     6.005e-02     7.173e-02    1.167e-02
    9       9.000s     6.252e-02     4.953e-02   -1.299e-02
   10      10.000s     5.562e-02     3.453e-02   -2.108e-02
   11      11.000s     4.448e-02     2.439e-02   -2.009e-02
   12      12.000s     4.177e-02     1.753e-02   -2.424e-02
   13      13.000s     4.232e-02     1.287e-02   -2.945e-02
   14      14.000s     2.909e-02     9.701e-03   -1.939e-02
   15      15.000s     1.578e-02     7.536e-03   -8.240e-03
   16      16.000s     1.227e-02     6.049e-03   -6.219e-03
   17      17.000s     1.207e-02     5.020e-03   -7.055e-03
   18      18.000s     5.890e-03     4.300e-03   -1.590e-03
   19      19.000s     2.239e-03     3.789e-03    1.550e-03
   20      20.000s     4.908e-03     3.420e-03   -1.488e-03
   21      21.000s     4.371e-04     3.147e-03    2.710e-03
   22      22.000s    -7.588e-04     2.939e-03    3.698e-03
   23      23.000s    -1.643e-03     2.777e-03    4.420e-03
   24      24.000s    -9.778e-03     2.645e-03    1.242e-02
   25      25.000s     1.113e-03     2.535e-03    1.422e-03
   26      26.000s    -8.663e-03     2.439e-03    1.110e-02
   27      27.000s     1.723e-03     2.354e-03    6.318e-04
   28      28.000s    -4.795e-04     2.278e-03    2.757e-03
   29      29.000s    -5.423e-05     2.207e-03    2.261e-03
   30      30.000s    -8.797e-03     2.140e-03    1.094e-02

============================================================

