SIMFIT RESULTS
==============

Dataset : /opt/topspin/data/bmrb/nmr/bmrb_batch06_121130.Auto01/110/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 143 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.459e+00     1.028e-02  
T     =       2.886s      318.812s  

RSS   =    1.039e-02
SD    =    1.861e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.042e+00     4.207e-02
    2       2.000s     7.920e-01     7.398e-01    -5.214e-02
    3       3.000s     5.630e-01     5.261e-01    -3.682e-02
    4       4.000s     3.793e-01     3.750e-01    -4.289e-03
    5       5.000s     2.529e-01     2.681e-01     1.525e-02
    6       6.000s     1.687e-01     1.925e-01     2.385e-02
    7       7.000s     1.132e-01     1.391e-01     2.587e-02
    8       8.000s     7.645e-02     1.012e-01     2.479e-02
    9       9.000s     5.526e-02     7.450e-02     1.924e-02
   10      10.000s     4.284e-02     5.557e-02     1.274e-02
   11      11.000s     3.641e-02     4.218e-02     5.777e-03
   12      12.000s     3.292e-02     3.271e-02    -2.106e-04
   13      13.000s     3.266e-02     2.600e-02    -6.662e-03
   14      14.000s     3.427e-02     2.124e-02    -1.303e-02
   15      15.000s     3.791e-02     1.787e-02    -2.004e-02
   16      16.000s     3.811e-02     1.548e-02    -2.263e-02
   17      17.000s     3.273e-02     1.378e-02    -1.895e-02
   18      18.000s     2.553e-02     1.257e-02    -1.296e-02
   19      19.000s     1.979e-02     1.170e-02    -8.088e-03
   20      20.000s     1.524e-02     1.108e-02    -4.160e-03
   21      21.000s     1.231e-02     1.063e-02    -1.676e-03
   22      22.000s     9.914e-03     1.031e-02     3.924e-04
   23      23.000s     8.274e-03     1.007e-02     1.793e-03
   24      24.000s     6.986e-03     9.890e-03     2.904e-03
   25      25.000s     6.337e-03     9.756e-03     3.419e-03
   26      26.000s     5.645e-03     9.652e-03     4.007e-03
   27      27.000s     5.255e-03     9.570e-03     4.316e-03
   28      28.000s     4.706e-03     9.504e-03     4.798e-03
   29      29.000s     4.528e-03     9.448e-03     4.920e-03
   30      30.000s     4.285e-03     9.400e-03     5.115e-03

============================================================

