SIMFIT RESULTS
==============

Dataset : /opt/topspin216/data/mfjofre/nmr/bmse000035-d2o-0.5mM-7-24-11-pH-7.70/1/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 457 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.388e+00     1.423e-02  
T     =       3.192s       19.363s  

RSS   =    9.191e-03
SD    =    1.750e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.028e+00     2.826e-02
    2       2.000s     7.865e-01     7.547e-01    -3.182e-02
    3       3.000s     5.786e-01     5.545e-01    -2.412e-02
    4       4.000s     4.136e-01     4.080e-01    -5.569e-03
    5       5.000s     2.993e-01     3.008e-01     1.564e-03
    6       6.000s     2.140e-01     2.223e-01     8.288e-03
    7       7.000s     1.392e-01     1.648e-01     2.560e-02
    8       8.000s     8.635e-02     1.226e-01     3.630e-02
    9       9.000s     7.243e-02     9.172e-02     1.929e-02
   10      10.000s     7.823e-02     6.901e-02    -9.228e-03
   11      11.000s     6.580e-02     5.230e-02    -1.349e-02
   12      12.000s     3.456e-02     4.000e-02     5.438e-03
   13      13.000s     2.060e-02     3.091e-02     1.032e-02
   14      14.000s     3.500e-02     2.419e-02    -1.081e-02
   15      15.000s     4.588e-02     1.919e-02    -2.669e-02
   16      16.000s     3.441e-02     1.546e-02    -1.895e-02
   17      17.000s     2.430e-02     1.267e-02    -1.164e-02
   18      18.000s     3.309e-02     1.055e-02    -2.254e-02
   19      19.000s     3.654e-02     8.942e-03    -2.760e-02
   20      20.000s     1.284e-02     7.703e-03    -5.138e-03
   21      21.000s    -1.392e-02     6.739e-03     2.066e-02
   22      22.000s    -1.140e-02     5.978e-03     1.737e-02
   23      23.000s     8.243e-03     5.369e-03    -2.874e-03
   24      24.000s     1.135e-02     4.873e-03    -6.482e-03
   25      25.000s    -3.315e-03     4.463e-03     7.778e-03
   26      26.000s    -1.162e-02     4.118e-03     1.574e-02
   27      27.000s    -7.698e-03     3.823e-03     1.152e-02
   28      28.000s    -4.399e-03     3.566e-03     7.965e-03
   29      29.000s    -3.271e-03     3.339e-03     6.611e-03
   30      30.000s     2.077e-03     3.137e-03     1.059e-03

============================================================

