SIMFIT RESULTS
==============

Dataset : /opt/topspin216/data/mfjofre/nmr/bmse000340-d2o-0.5mM-6-15-2011/1/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 395 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.458e+00     1.265e-02  
T     =       2.826s       46.454s  

RSS   =    8.481e-03
SD    =    1.681e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.036e+00     3.604e-02
    2       2.000s     7.827e-01     7.307e-01    -5.201e-02
    3       3.000s     5.442e-01     5.163e-01    -2.790e-02
    4       4.000s     3.584e-01     3.657e-01     7.344e-03
    5       5.000s     2.399e-01     2.600e-01     2.009e-02
    6       6.000s     1.665e-01     1.856e-01     1.916e-02
    7       7.000s     1.173e-01     1.334e-01     1.610e-02
    8       8.000s     8.365e-02     9.665e-02     1.300e-02
    9       9.000s     6.054e-02     7.079e-02     1.026e-02
   10      10.000s     4.378e-02     5.258e-02     8.796e-03
   11      11.000s     3.370e-02     3.973e-02     6.037e-03
   12      12.000s     3.174e-02     3.066e-02    -1.083e-03
   13      13.000s     3.393e-02     2.422e-02    -9.710e-03
   14      14.000s     3.396e-02     1.965e-02    -1.431e-02
   15      15.000s     3.172e-02     1.638e-02    -1.533e-02
   16      16.000s     3.191e-02     1.404e-02    -1.787e-02
   17      17.000s     3.406e-02     1.233e-02    -2.173e-02
   18      18.000s     3.106e-02     1.109e-02    -1.998e-02
   19      19.000s     1.975e-02     1.016e-02    -9.591e-03
   20      20.000s     6.663e-03     9.456e-03     2.793e-03
   21      21.000s    -1.070e-04     8.914e-03     9.021e-03
   22      22.000s    -9.428e-05     8.485e-03     8.579e-03
   23      23.000s     2.229e-03     8.136e-03     5.907e-03
   24      24.000s     4.779e-03     7.845e-03     3.066e-03
   25      25.000s     7.592e-03     7.595e-03     3.041e-06
   26      26.000s     8.582e-03     7.375e-03    -1.207e-03
   27      27.000s     5.430e-03     7.177e-03     1.747e-03
   28      28.000s     3.760e-04     6.996e-03     6.620e-03
   29      29.000s    -2.125e-03     6.827e-03     8.951e-03
   30      30.000s    -1.910e-03     6.667e-03     8.577e-03

============================================================

