SIMFIT RESULTS
==============

Dataset : /opt/topspin216/data/mfjofre/nmr/bmse000047-d2o-0.5mM-6-13-2011/1/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 112 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.332e+00    -5.537e-03  
T     =       3.633s      195.275s  

RSS   =    2.364e-02
SD    =    2.807e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.006e+00     5.746e-03
    2       2.000s     7.860e-01     7.625e-01    -2.354e-02
    3       3.000s     5.717e-01     5.777e-01     6.074e-03
    4       4.000s     4.148e-01     4.374e-01     2.267e-02
    5       5.000s     3.148e-01     3.309e-01     1.614e-02
    6       6.000s     2.504e-01     2.500e-01    -3.830e-04
    7       7.000s     2.072e-01     1.886e-01    -1.854e-02
    8       8.000s     1.639e-01     1.420e-01    -2.192e-02
    9       9.000s     1.056e-01     1.066e-01     9.812e-04
   10      10.000s     5.826e-02     7.968e-02     2.142e-02
   11      11.000s     5.906e-02     5.927e-02     2.125e-04
   12      12.000s     8.490e-02     4.378e-02    -4.112e-02
   13      13.000s     7.200e-02     3.202e-02    -3.998e-02
   14      14.000s     1.617e-02     2.310e-02     6.927e-03
   15      15.000s    -1.615e-02     1.633e-02     3.248e-02
   16      16.000s     3.477e-03     1.119e-02     7.713e-03
   17      17.000s     2.073e-02     7.296e-03    -1.343e-02
   18      18.000s    -6.004e-03     4.346e-03     1.035e-02
   19      19.000s    -4.050e-02     2.111e-03     4.262e-02
   20      20.000s    -4.278e-02     4.202e-04     4.320e-02
   21      21.000s    -3.614e-02    -8.578e-04     3.528e-02
   22      22.000s    -4.559e-02    -1.822e-03     4.377e-02
   23      23.000s    -3.722e-02    -2.549e-03     3.467e-02
   24      24.000s     1.417e-02    -3.095e-03    -1.726e-02
   25      25.000s     5.597e-02    -3.503e-03    -5.948e-02
   26      26.000s     3.328e-02    -3.807e-03    -3.709e-02
   27      27.000s    -1.348e-02    -4.033e-03     9.444e-03
   28      28.000s    -9.058e-03    -4.198e-03     4.860e-03
   29      29.000s     3.277e-02    -4.318e-03    -3.709e-02
   30      30.000s     3.400e-02    -4.403e-03    -3.840e-02

============================================================

