SIMFIT RESULTS
==============

Dataset : /opt/topspin/data/bmrb/nmr/bmrb_batch06_121130.Auto01/101/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 381 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.522e+00     1.610e-02  
T     =       2.444s       45.697s  

RSS   =    5.639e-03
SD    =    1.371e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.027e+00     2.659e-02
    2       2.000s     7.314e-01     6.868e-01    -4.462e-02
    3       3.000s     4.766e-01     4.610e-01    -1.565e-02
    4       4.000s     3.020e-01     3.109e-01     8.885e-03
    5       5.000s     1.953e-01     2.111e-01     1.585e-02
    6       6.000s     1.285e-01     1.448e-01     1.626e-02
    7       7.000s     8.609e-02     1.006e-01     1.450e-02
    8       8.000s     5.887e-02     7.115e-02     1.227e-02
    9       9.000s     4.275e-02     5.150e-02     8.754e-03
   10      10.000s     3.323e-02     3.836e-02     5.125e-03
   11      11.000s     2.832e-02     2.954e-02     1.222e-03
   12      12.000s     2.576e-02     2.360e-02    -2.166e-03
   13      13.000s     2.567e-02     1.956e-02    -6.108e-03
   14      14.000s     2.778e-02     1.680e-02    -1.098e-02
   15      15.000s     3.212e-02     1.488e-02    -1.724e-02
   16      16.000s     3.459e-02     1.353e-02    -2.107e-02
   17      17.000s     3.085e-02     1.255e-02    -1.830e-02
   18      18.000s     2.308e-02     1.182e-02    -1.126e-02
   19      19.000s     1.674e-02     1.126e-02    -5.479e-03
   20      20.000s     1.224e-02     1.082e-02    -1.425e-03
   21      21.000s     9.424e-03     1.045e-02     1.025e-03
   22      22.000s     7.329e-03     1.013e-02     2.805e-03
   23      23.000s     5.975e-03     9.856e-03     3.881e-03
   24      24.000s     4.888e-03     9.604e-03     4.715e-03
   25      25.000s     4.214e-03     9.370e-03     5.156e-03
   26      26.000s     3.563e-03     9.150e-03     5.587e-03
   27      27.000s     3.168e-03     8.940e-03     5.772e-03
   28      28.000s     2.853e-03     8.739e-03     5.887e-03
   29      29.000s     2.753e-03     8.545e-03     5.792e-03
   30      30.000s     2.636e-03     8.357e-03     5.721e-03

============================================================

