SIMFIT RESULTS
==============

Dataset : /opt/topspin/data/bmrb/nmr/bmrb_batch06_121130.Auto01/108/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 375 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.440e+00     2.173e-02  
T     =       2.752s       40.738s  

RSS   =    4.427e-03
SD    =    1.215e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.022e+00     2.224e-02
    2       2.000s     7.455e-01     7.168e-01    -2.876e-02
    3       3.000s     5.214e-01     5.042e-01    -1.717e-02
    4       4.000s     3.608e-01     3.563e-01    -4.543e-03
    5       5.000s     2.474e-01     2.533e-01     5.831e-03
    6       6.000s     1.681e-01     1.815e-01     1.340e-02
    7       7.000s     1.150e-01     1.315e-01     1.643e-02
    8       8.000s     7.871e-02     9.656e-02     1.785e-02
    9       9.000s     5.715e-02     7.215e-02     1.500e-02
   10      10.000s     4.489e-02     5.506e-02     1.017e-02
   11      11.000s     3.895e-02     4.305e-02     4.104e-03
   12      12.000s     3.609e-02     3.459e-02    -1.505e-03
   13      13.000s     3.641e-02     2.859e-02    -7.822e-03
   14      14.000s     3.809e-02     2.431e-02    -1.378e-02
   15      15.000s     4.120e-02     2.123e-02    -1.997e-02
   16      16.000s     3.978e-02     1.898e-02    -2.081e-02
   17      17.000s     3.283e-02     1.731e-02    -1.552e-02
   18      18.000s     2.535e-02     1.605e-02    -9.294e-03
   19      19.000s     2.007e-02     1.508e-02    -4.990e-03
   20      20.000s     1.589e-02     1.431e-02    -1.577e-03
   21      21.000s     1.305e-02     1.368e-02     6.277e-04
   22      22.000s     1.079e-02     1.315e-02     2.365e-03
   23      23.000s     9.256e-03     1.270e-02     3.440e-03
   24      24.000s     7.923e-03     1.229e-02     4.371e-03
   25      25.000s     7.190e-03     1.193e-02     4.740e-03
   26      26.000s     6.494e-03     1.159e-02     5.101e-03
   27      27.000s     6.112e-03     1.128e-02     5.169e-03
   28      28.000s     5.580e-03     1.099e-02     5.406e-03
   29      29.000s     5.238e-03     1.070e-02     5.466e-03
   30      30.000s     4.814e-03     1.043e-02     5.619e-03

============================================================

