SIMFIT RESULTS
==============

Dataset : /opt/topspin216/data/mfjofre/nmr/bmse000063-d2o-2mM-6-19-2011/1/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 312 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.173e+00     2.633e-01  
T     =       2.359s        9.401s  

RSS   =    9.674e-04
SD    =    5.679e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.004e+00     4.223e-03
    2       2.000s     7.293e-01     7.152e-01    -1.409e-02
    3       3.000s     5.079e-01     5.202e-01     1.222e-02
    4       4.000s     3.821e-01     3.873e-01     5.163e-03
    5       5.000s     3.055e-01     2.956e-01    -9.920e-03
    6       6.000s     2.363e-01     2.313e-01    -5.032e-03
    7       7.000s     1.797e-01     1.854e-01     5.682e-03
    8       8.000s     1.474e-01     1.519e-01     4.509e-03
    9       9.000s     1.275e-01     1.269e-01    -5.867e-04
   10      10.000s     1.062e-01     1.078e-01     1.584e-03
   11      11.000s     8.775e-02     9.279e-02     5.036e-03
   12      12.000s     7.854e-02     8.072e-02     2.180e-03
   13      13.000s     7.244e-02     7.080e-02    -1.639e-03
   14      14.000s     6.354e-02     6.249e-02    -1.048e-03
   15      15.000s     5.710e-02     5.543e-02    -1.670e-03
   16      16.000s     5.702e-02     4.934e-02    -7.683e-03
   17      17.000s     5.584e-02     4.403e-02    -1.181e-02
   18      18.000s     4.693e-02     3.938e-02    -7.554e-03
   19      19.000s     3.574e-02     3.526e-02    -4.749e-04
   20      20.000s     2.976e-02     3.161e-02     1.859e-03
   21      21.000s     2.682e-02     2.836e-02     1.550e-03
   22      22.000s     2.190e-02     2.546e-02     3.567e-03
   23      23.000s     1.712e-02     2.287e-02     5.745e-03
   24      24.000s     1.637e-02     2.054e-02     4.172e-03
   25      25.000s     1.681e-02     1.846e-02     1.646e-03
   26      26.000s     1.413e-02     1.659e-02     2.457e-03
   27      27.000s     1.065e-02     1.491e-02     4.263e-03
   28      28.000s     1.061e-02     1.340e-02     2.795e-03
   29      29.000s     1.211e-02     1.205e-02    -5.916e-05
   30      30.000s     1.087e-02     1.083e-02    -3.480e-05

============================================================

