SIMFIT RESULTS
==============

Dataset : /opt/topspin216/data/mfjofre/nmr/bmse000042-d2o-2mM-6-8-2011/1/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    9.418e-01     4.098e-01  
T     =       2.520s    9375529641975706.000s  

RSS   =    1.778e-01
SD    =    7.698e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.043e+00     4.315e-02
    2       2.000s     8.660e-01     8.357e-01    -3.031e-02
    3       3.000s     7.403e-01     6.962e-01    -4.405e-02
    4       4.000s     6.369e-01     6.024e-01    -3.446e-02
    5       5.000s     5.581e-01     5.393e-01    -1.880e-02
    6       6.000s     4.989e-01     4.969e-01    -1.975e-03
    7       7.000s     4.535e-01     4.684e-01     1.492e-02
    8       8.000s     4.180e-01     4.492e-01     3.121e-02
    9       9.000s     3.891e-01     4.363e-01     4.717e-02
   10      10.000s     3.644e-01     4.276e-01     6.321e-02
   11      11.000s     3.439e-01     4.218e-01     7.792e-02
   12      12.000s     3.294e-01     4.179e-01     8.848e-02
   13      13.000s     3.221e-01     4.152e-01     9.315e-02
   14      14.000s     3.215e-01     4.134e-01     9.199e-02
   15      15.000s     3.264e-01     4.123e-01     8.581e-02
   16      16.000s     3.353e-01     4.115e-01     7.613e-02
   17      17.000s     3.452e-01     4.109e-01     6.575e-02
   18      18.000s     3.534e-01     4.106e-01     5.714e-02
   19      19.000s     3.604e-01     4.103e-01     4.990e-02
   20      20.000s     3.693e-01     4.101e-01     4.085e-02
   21      21.000s     3.830e-01     4.100e-01     2.706e-02
   22      22.000s     4.022e-01     4.100e-01     7.780e-03
   23      23.000s     4.261e-01     4.099e-01    -1.616e-02
   24      24.000s     4.535e-01     4.099e-01    -4.367e-02
   25      25.000s     4.837e-01     4.099e-01    -7.385e-02
   26      26.000s     5.158e-01     4.098e-01    -1.060e-01
   27      27.000s     5.475e-01     4.098e-01    -1.377e-01
   28      28.000s     5.709e-01     4.098e-01    -1.611e-01
   29      29.000s     5.726e-01     4.098e-01    -1.628e-01
   30      30.000s     5.406e-01     4.098e-01    -1.308e-01

============================================================

