SIMFIT RESULTS
==============

Dataset : /opt/topspin216/data/mfjofre/nmr/bmse000061-d2o-0.5mM-7-19-11/1/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 283 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.341e+00     3.752e-02  
T     =       3.308s       27.492s  

RSS   =    4.751e-03
SD    =    1.259e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.028e+00     2.762e-02
    2       2.000s     8.010e-01     7.677e-01    -3.328e-02
    3       3.000s     5.950e-01     5.753e-01    -1.970e-02
    4       4.000s     4.352e-01     4.328e-01    -2.404e-03
    5       5.000s     3.236e-01     3.272e-01     3.587e-03
    6       6.000s     2.404e-01     2.489e-01     8.520e-03
    7       7.000s     1.762e-01     1.908e-01     1.457e-02
    8       8.000s     1.316e-01     1.475e-01     1.590e-02
    9       9.000s     1.026e-01     1.154e-01     1.275e-02
   10      10.000s     8.107e-02     9.136e-02     1.030e-02
   11      11.000s     6.467e-02     7.340e-02     8.727e-03
   12      12.000s     5.572e-02     5.992e-02     4.193e-03
   13      13.000s     5.292e-02     4.975e-02    -3.175e-03
   14      14.000s     5.153e-02     4.203e-02    -9.501e-03
   15      15.000s     4.964e-02     3.614e-02    -1.350e-02
   16      16.000s     4.818e-02     3.161e-02    -1.657e-02
   17      17.000s     4.613e-02     2.808e-02    -1.805e-02
   18      18.000s     4.107e-02     2.531e-02    -1.576e-02
   19      19.000s     3.370e-02     2.310e-02    -1.060e-02
   20      20.000s     2.721e-02     2.130e-02    -5.908e-03
   21      21.000s     2.254e-02     1.983e-02    -2.712e-03
   22      22.000s     1.807e-02     1.859e-02     5.155e-04
   23      23.000s     1.366e-02     1.753e-02     3.871e-03
   24      24.000s     1.098e-02     1.662e-02     5.643e-03
   25      25.000s     1.008e-02     1.581e-02     5.735e-03
   26      26.000s     9.132e-03     1.509e-02     5.957e-03
   27      27.000s     7.665e-03     1.443e-02     6.769e-03
   28      28.000s     6.946e-03     1.383e-02     6.886e-03
   29      29.000s     7.022e-03     1.327e-02     6.252e-03
   30      30.000s     6.378e-03     1.275e-02     6.375e-03

============================================================

