SIMFIT RESULTS
==============

Dataset : /opt/topspin216/data/mfjofre/nmr/bmse000061-d2o-2mM-7-19-11/1/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 315 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.371e+00     3.426e-02  
T     =       3.147s       27.222s  

RSS   =    6.851e-03
SD    =    1.511e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.031e+00     3.089e-02
    2       2.000s     7.907e-01     7.580e-01    -3.263e-02
    3       3.000s     5.897e-01     5.592e-01    -3.046e-02
    4       4.000s     4.248e-01     4.142e-01    -1.054e-02
    5       5.000s     2.997e-01     3.084e-01     8.690e-03
    6       6.000s     2.110e-01     2.312e-01     2.020e-02
    7       7.000s     1.521e-01     1.748e-01     2.263e-02
    8       8.000s     1.135e-01     1.334e-01     1.996e-02
    9       9.000s     8.693e-02     1.031e-01     1.621e-02
   10      10.000s     6.970e-02     8.088e-02     1.117e-02
   11      11.000s     6.060e-02     6.446e-02     3.865e-03
   12      12.000s     5.595e-02     5.231e-02    -3.641e-03
   13      13.000s     5.233e-02     4.328e-02    -9.047e-03
   14      14.000s     4.975e-02     3.652e-02    -1.323e-02
   15      15.000s     4.895e-02     3.141e-02    -1.754e-02
   16      16.000s     4.774e-02     2.752e-02    -2.021e-02
   17      17.000s     4.332e-02     2.453e-02    -1.879e-02
   18      18.000s     3.629e-02     2.218e-02    -1.411e-02
   19      19.000s     2.937e-02     2.032e-02    -9.053e-03
   20      20.000s     2.355e-02     1.881e-02    -4.734e-03
   21      21.000s     1.822e-02     1.757e-02    -6.482e-04
   22      22.000s     1.373e-02     1.653e-02     2.796e-03
   23      23.000s     1.100e-02     1.564e-02     4.630e-03
   24      24.000s     9.464e-03     1.485e-02     5.390e-03
   25      25.000s     7.766e-03     1.416e-02     6.395e-03
   26      26.000s     6.040e-03     1.354e-02     7.495e-03
   27      27.000s     5.376e-03     1.296e-02     7.587e-03
   28      28.000s     5.575e-03     1.243e-02     6.860e-03
   29      29.000s     5.355e-03     1.194e-02     6.587e-03
   30      30.000s     4.433e-03     1.148e-02     7.046e-03

============================================================

