SIMFIT RESULTS
==============

Dataset : /opt/topspin216/data/mfjofre/nmr/bmse000029-d2o-0.5mM-6-7-2011/1/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.198e+00     3.046e-01  
T     =       2.053s    6215212064717489.000s  

RSS   =    4.321e-01
SD    =    1.200e-01

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.041e+00     4.086e-02
    2       2.000s     8.071e-01     7.570e-01    -5.010e-02
    3       3.000s     6.368e-01     5.825e-01    -5.430e-02
    4       4.000s     4.826e-01     4.754e-01    -7.259e-03
    5       5.000s     3.757e-01     4.095e-01     3.379e-02
    6       6.000s     3.445e-01     3.691e-01     2.451e-02
    7       7.000s     3.403e-01     3.442e-01     3.903e-03
    8       8.000s     2.997e-01     3.289e-01     2.926e-02
    9       9.000s     2.469e-01     3.195e-01     7.264e-02
   10      10.000s     2.411e-01     3.138e-01     7.272e-02
   11      11.000s     2.586e-01     3.102e-01     5.167e-02
   12      12.000s     2.323e-01     3.081e-01     7.575e-02
   13      13.000s     1.793e-01     3.067e-01     1.274e-01
   14      14.000s     1.758e-01     3.059e-01     1.301e-01
   15      15.000s     2.193e-01     3.054e-01     8.614e-02
   16      16.000s     2.320e-01     3.051e-01     7.313e-02
   17      17.000s     2.012e-01     3.049e-01     1.037e-01
   18      18.000s     1.991e-01     3.048e-01     1.056e-01
   19      19.000s     2.465e-01     3.047e-01     5.825e-02
   20      20.000s     2.717e-01     3.047e-01     3.293e-02
   21      21.000s     2.395e-01     3.046e-01     6.513e-02
   22      22.000s     2.143e-01     3.046e-01     9.027e-02
   23      23.000s     2.519e-01     3.046e-01     5.268e-02
   24      24.000s     3.162e-01     3.046e-01    -1.156e-02
   25      25.000s     3.565e-01     3.046e-01    -5.193e-02
   26      26.000s     3.921e-01     3.046e-01    -8.746e-02
   27      27.000s     4.627e-01     3.046e-01    -1.582e-01
   28      28.000s     5.549e-01     3.046e-01    -2.503e-01
   29      29.000s     6.235e-01     3.046e-01    -3.189e-01
   30      30.000s     6.452e-01     3.046e-01    -3.406e-01

============================================================

