SIMFIT RESULTS
==============

Dataset : /opt/topspin216/data/mfjofre/nmr/bmse000202-d2o-0.5mM-6-15-2011/1/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 342 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.454e+00     2.952e-02  
T     =       2.753s       31.218s  

RSS   =    9.809e-03
SD    =    1.808e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.040e+00     3.992e-02
    2       2.000s     8.000e-01     7.310e-01    -6.898e-02
    3       3.000s     5.366e-01     5.159e-01    -2.066e-02
    4       4.000s     3.410e-01     3.661e-01     2.516e-02
    5       5.000s     2.373e-01     2.617e-01     2.441e-02
    6       6.000s     1.767e-01     1.889e-01     1.213e-02
    7       7.000s     1.269e-01     1.380e-01     1.115e-02
    8       8.000s     9.204e-02     1.024e-01     1.038e-02
    9       9.000s     7.468e-02     7.747e-02     2.785e-03
   10      10.000s     6.144e-02     5.992e-02    -1.528e-03
   11      11.000s     4.627e-02     4.752e-02     1.252e-03
   12      12.000s     3.698e-02     3.871e-02     1.734e-03
   13      13.000s     3.616e-02     3.241e-02    -3.744e-03
   14      14.000s     3.589e-02     2.786e-02    -8.031e-03
   15      15.000s     3.343e-02     2.452e-02    -8.911e-03
   16      16.000s     3.454e-02     2.204e-02    -1.250e-02
   17      17.000s     3.884e-02     2.015e-02    -1.869e-02
   18      18.000s     3.733e-02     1.869e-02    -1.864e-02
   19      19.000s     2.756e-02     1.753e-02    -1.003e-02
   20      20.000s     1.835e-02     1.658e-02    -1.771e-03
   21      21.000s     1.560e-02     1.577e-02     1.772e-04
   22      22.000s     1.486e-02     1.508e-02     2.277e-04
   23      23.000s     1.155e-02     1.447e-02     2.927e-03
   24      24.000s     8.287e-03     1.392e-02     5.637e-03
   25      25.000s     7.798e-03     1.342e-02     5.623e-03
   26      26.000s     7.442e-03     1.295e-02     5.510e-03
   27      27.000s     5.246e-03     1.251e-02     7.267e-03
   28      28.000s     3.971e-03     1.210e-02     8.125e-03
   29      29.000s     5.197e-03     1.170e-02     6.502e-03
   30      30.000s     5.814e-03     1.132e-02     5.506e-03

============================================================

